"customer_id","first_name","last_name","amount","payment_date","running_total"
5,"ELIZABETH","BROWN","6.99","2007-01-31 09:44:09","7.98"
5,"ELIZABETH","BROWN","1.99","2007-01-31 18:15:04","9.97"
5,"ELIZABETH","BROWN","3.99","2007-02-15 20:31:40","13.96"
5,"ELIZABETH","BROWN","2.99","2007-02-16 06:29:28","16.95"
5,"ELIZABETH","BROWN","4.99","2007-02-17 14:25:19","21.94"
5,"ELIZABETH","BROWN","2.99","2007-02-19 02:48:39","24.93"
5,"ELIZABETH","BROWN","4.99","2007-02-20 17:06:48","29.92"
5,"ELIZABETH","BROWN","4.99","2007-03-01 13:17:11","34.91"
5,"ELIZABETH","BROWN","0.99","2007-03-01 13:55:36","35.90"
5,"ELIZABETH","BROWN","4.99","2007-03-02 03:25:11","40.89"
5,"ELIZABETH","BROWN","4.99","2007-03-02 09:18:32","45.88"
5,"ELIZABETH","BROWN","3.99","2007-03-17 14:57:19","49.87"
5,"ELIZABETH","BROWN","9.99","2007-03-17 22:38:30","59.86"
5,"ELIZABETH","BROWN","2.99","2007-03-18 22:52:34","62.85"
5,"ELIZABETH","BROWN","1.99","2007-03-19 08:14:07","64.84"
5,"ELIZABETH","BROWN","0.99","2007-03-20 13:44:44","65.83"
5,"ELIZABETH","BROWN","6.99","2007-03-20 20:42:25","72.82"
5,"ELIZABETH","BROWN","6.99","2007-03-21 09:59:37","79.81"
5,"ELIZABETH","BROWN","2.99","2007-03-21 12:31:16","82.80"
5,"ELIZABETH","BROWN","0.99","2007-03-22 16:05:28","83.79"
5,"ELIZABETH","BROWN","4.99","2007-04-06 07:40:24","88.78"
5,"ELIZABETH","BROWN","2.99","2007-04-08 18:33:09","91.77"
5,"ELIZABETH","BROWN","4.99","2007-04-09 00:26:23","96.76"
5,"ELIZABETH","BROWN","5.99","2007-04-09 05:42:18","102.75"
5,"ELIZABETH","BROWN","1.99","2007-04-09 07:20:08","104.74"
5,"ELIZABETH","BROWN","0.99","2007-04-10 09:38:01","105.73"
5,"ELIZABETH","BROWN","8.99","2007-04-11 01:45:30","114.72"
5,"ELIZABETH","BROWN","3.99","2007-04-12 09:56:01","118.71"
5,"ELIZABETH","BROWN","4.99","2007-04-12 10:44:54","123.70"
5,"ELIZABETH","BROWN","0.99","2007-04-27 11:05:54","124.69"
5,"ELIZABETH","BROWN","0.99","2007-04-28 00:18:55","125.68"
5,"ELIZABETH","BROWN","3.99","2007-04-28 07:12:05","129.67"
5,"ELIZABETH","BROWN","2.99","2007-04-28 23:39:49","132.66"
5,"ELIZABETH","BROWN","1.99","2007-04-30 02:42:54","134.65"
5,"ELIZABETH","BROWN","3.99","2007-04-30 12:29:19","138.64"
5,"ELIZABETH","BROWN","4.99","2007-04-30 22:20:56","143.63"
5,"ELIZABETH","BROWN","0.99","2007-05-14 13:44:29","144.62"
6,"JENNIFER","DAVIS","4.99","2007-01-25 07:11:58","4.99"
6,"JENNIFER","DAVIS","2.99","2007-01-28 09:37:40","7.98"
6,"JENNIFER","DAVIS","0.99","2007-01-30 09:53:27","8.97"
6,"JENNIFER","DAVIS","3.99","2007-02-16 02:10:04","12.96"
6,"JENNIFER","DAVIS","2.99","2007-02-16 22:12:39","15.95"
6,"JENNIFER","DAVIS","0.99","2007-02-17 07:48:11","16.94"
6,"JENNIFER","DAVIS","0.99","2007-02-18 10:31:49","17.93"
6,"JENNIFER","DAVIS","2.99","2007-03-01 01:42:05","20.92"
6,"JENNIFER","DAVIS","2.99","2007-03-02 04:05:04","23.91"
6,"JENNIFER","DAVIS","3.99","2007-03-02 17:23:41","27.90"
6,"JENNIFER","DAVIS","6.99","2007-03-17 00:58:07","34.89"
6,"JENNIFER","DAVIS","0.99","2007-03-17 06:40:46","35.88"
6,"JENNIFER","DAVIS","0.99","2007-03-17 12:07:58","36.87"
6,"JENNIFER","DAVIS","2.99","2007-03-18 02:33:55","39.86"
6,"JENNIFER","DAVIS","6.99","2007-03-19 22:46:51","46.85"
6,"JENNIFER","DAVIS","7.99","2007-03-21 06:51:22","54.84"
6,"JENNIFER","DAVIS","4.99","2007-03-21 08:17:54","59.83"
6,"JENNIFER","DAVIS","5.99","2007-03-23 01:19:50","65.82"
6,"JENNIFER","DAVIS","0.99","2007-03-23 05:09:58","66.81"
6,"JENNIFER","DAVIS","0.99","2007-04-06 21:42:47","67.80"
6,"JENNIFER","DAVIS","2.99","2007-04-07 13:21:50","70.79"
6,"JENNIFER","DAVIS","0.99","2007-04-10 01:32:01","71.78"
6,"JENNIFER","DAVIS","5.99","2007-04-11 11:07:27","77.77"
6,"JENNIFER","DAVIS","7.99","2007-04-11 13:30:20","85.76"
6,"JENNIFER","DAVIS","0.99","2007-04-12 10:47:04","86.75"
6,"JENNIFER","DAVIS","2.99","2007-04-27 03:32:10","89.74"
6,"JENNIFER","DAVIS","2.99","2007-04-27 05:06:51","92.73"
6,"JENNIFER","DAVIS","0.99","2007-04-28 17:15:49","93.72"
7,"MARIA","MILLER","5.99","2007-01-25 04:32:34","5.99"
7,"MARIA","MILLER","0.99","2007-01-25 17:59:12","6.98"
7,"MARIA","MILLER","2.99","2007-01-29 07:55:26","9.97"
7,"MARIA","MILLER","4.99","2007-01-30 19:35:41","14.96"
7,"MARIA","MILLER","5.99","2007-01-31 07:12:55","20.95"
7,"MARIA","MILLER","0.99","2007-02-16 19:34:26","21.94"
7,"MARIA","MILLER","2.99","2007-02-18 03:32:02","24.93"
7,"MARIA","MILLER","0.99","2007-02-19 12:28:52","25.92"
7,"MARIA","MILLER","4.99","2007-02-20 00:19:22","30.91"
7,"MARIA","MILLER","0.99","2007-02-20 08:40:19","31.90"
7,"MARIA","MILLER","6.99","2007-03-01 03:25:30","38.89"
7,"MARIA","MILLER","5.99","2007-03-01 06:48:19","44.88"
7,"MARIA","MILLER","4.99","2007-03-01 10:07:52","49.87"
7,"MARIA","MILLER","4.99","2007-03-01 14:20:26","54.86"
7,"MARIA","MILLER","3.99","2007-03-02 03:09:20","58.85"
7,"MARIA","MILLER","7.99","2007-03-16 23:19:58","66.84"
7,"MARIA","MILLER","8.99","2007-03-18 06:25:40","75.83"
7,"MARIA","MILLER","2.99","2007-03-18 20:23:27","78.82"
7,"MARIA","MILLER","2.99","2007-03-19 19:51:57","81.81"
7,"MARIA","MILLER","2.99","2007-03-19 23:34:30","84.80"
7,"MARIA","MILLER","0.99","2007-03-20 04:21:57","85.79"
7,"MARIA","MILLER","5.99","2007-03-21 03:18:14","91.78"
7,"MARIA","MILLER","5.99","2007-04-06 05:37:43","97.77"
7,"MARIA","MILLER","2.99","2007-04-07 11:50:46","100.76"
7,"MARIA","MILLER","5.99","2007-04-08 14:44:30","106.75"
7,"MARIA","MILLER","4.99","2007-04-08 17:16:04","111.74"
7,"MARIA","MILLER","8.99","2007-04-09 20:20:31","120.73"
7,"MARIA","MILLER","7.99","2007-04-10 20:03:38","128.72"
7,"MARIA","MILLER","1.99","2007-04-11 09:04:54","130.71"
7,"MARIA","MILLER","2.99","2007-04-11 15:59:24","133.70"
7,"MARIA","MILLER","3.99","2007-04-12 13:46:08","137.69"
7,"MARIA","MILLER","5.99","2007-04-29 05:31:21","143.68"
7,"MARIA","MILLER","7.99","2007-04-30 02:58:29","151.67"
8,"SUSAN","WILSON","6.99","2007-01-30 02:12:20","6.99"
8,"SUSAN","WILSON","2.99","2007-02-15 08:27:42","9.98"
8,"SUSAN","WILSON","5.99","2007-02-17 16:50:01","15.97"
8,"SUSAN","WILSON","4.99","2007-02-20 16:26:13","20.96"
8,"SUSAN","WILSON","2.99","2007-03-01 11:34:01","23.95"
8,"SUSAN","WILSON","9.99","2007-03-02 11:32:38","33.94"
8,"SUSAN","WILSON","2.99","2007-03-02 13:11:11","36.93"
8,"SUSAN","WILSON","2.99","2007-03-18 15:44:27","39.92"
8,"SUSAN","WILSON","0.99","2007-03-20 23:35:37","40.91"
8,"SUSAN","WILSON","7.99","2007-03-22 20:37:35","48.90"
8,"SUSAN","WILSON","2.99","2007-03-23 11:33:36","51.89"
8,"SUSAN","WILSON","4.99","2007-03-23 12:59:45","56.88"
8,"SUSAN","WILSON","5.99","2007-04-05 21:29:47","62.87"
8,"SUSAN","WILSON","0.99","2007-04-06 22:37:28","63.86"
8,"SUSAN","WILSON","2.99","2007-04-07 08:30:29","66.85"
8,"SUSAN","WILSON","3.99","2007-04-07 20:15:55","70.84"
8,"SUSAN","WILSON","3.99","2007-04-08 00:45:38","74.83"
8,"SUSAN","WILSON","2.99","2007-04-09 14:09:12","77.82"
8,"SUSAN","WILSON","2.99","2007-04-09 15:41:49","80.81"
8,"SUSAN","WILSON","4.99","2007-04-11 20:08:12","85.80"
8,"SUSAN","WILSON","0.99","2007-04-12 09:12:19","86.79"
8,"SUSAN","WILSON","1.99","2007-04-29 20:11:15","88.78"
8,"SUSAN","WILSON","2.99","2007-04-30 03:23:09","91.77"
8,"SUSAN","WILSON","0.99","2007-04-30 20:36:55","92.76"
9,"MARGARET","MOORE","4.99","2007-01-27 03:29:54","4.99"
9,"MARGARET","MOORE","0.99","2007-01-30 04:17:25","5.98"
9,"MARGARET","MOORE","4.99","2007-01-31 08:42:00","10.97"
9,"MARGARET","MOORE","7.99","2007-02-20 18:27:54","18.96"
9,"MARGARET","MOORE","4.99","2007-02-21 02:37:09","23.95"
9,"MARGARET","MOORE","0.99","2007-03-01 07:39:51","24.94"
9,"MARGARET","MOORE","4.99","2007-03-01 07:42:26","29.93"
9,"MARGARET","MOORE","5.99","2007-03-02 17:29:18","35.92"
9,"MARGARET","MOORE","0.99","2007-03-16 23:40:19","36.91"
9,"MARGARET","MOORE","2.99","2007-03-18 01:36:36","39.90"
9,"MARGARET","MOORE","2.99","2007-03-18 04:27:06","42.89"
9,"MARGARET","MOORE","4.99","2007-03-18 17:17:24","47.88"
9,"MARGARET","MOORE","7.99","2007-03-21 12:22:25","55.87"
9,"MARGARET","MOORE","2.99","2007-04-07 22:05:26","58.86"
9,"MARGARET","MOORE","0.99","2007-04-08 12:28:04","59.85"
9,"MARGARET","MOORE","1.99","2007-04-08 15:04:10","61.84"
9,"MARGARET","MOORE","2.99","2007-04-10 06:14:06","64.83"
9,"MARGARET","MOORE","4.99","2007-04-11 00:36:55","69.82"
9,"MARGARET","MOORE","5.99","2007-04-11 08:45:55","75.81"
9,"MARGARET","MOORE","0.99","2007-04-27 22:43:52","76.80"
9,"MARGARET","MOORE","2.99","2007-04-28 06:20:22","79.79"
9,"MARGARET","MOORE","4.99","2007-04-30 05:02:33","84.78"
9,"MARGARET","MOORE","4.99","2007-05-14 13:44:29","89.77"
10,"DOROTHY","TAYLOR","4.99","2007-01-31 18:04:56","4.99"
10,"DOROTHY","TAYLOR","4.99","2007-02-16 18:50:19","9.98"
10,"DOROTHY","TAYLOR","4.99","2007-02-17 09:39:40","14.97"
10,"DOROTHY","TAYLOR","3.99","2007-02-18 01:54:49","18.96"
10,"DOROTHY","TAYLOR","0.99","2007-02-19 18:30:25","19.95"
10,"DOROTHY","TAYLOR","0.99","2007-02-19 22:29:21","20.94"
10,"DOROTHY","TAYLOR","8.99","2007-03-01 15:38:25","29.93"
10,"DOROTHY","TAYLOR","2.99","2007-03-02 13:23:26","32.92"
10,"DOROTHY","TAYLOR","0.99","2007-03-02 17:42:05","33.91"
10,"DOROTHY","TAYLOR","2.99","2007-03-17 18:40:01","36.90"
10,"DOROTHY","TAYLOR","2.99","2007-03-18 07:47:38","39.89"
10,"DOROTHY","TAYLOR","4.99","2007-03-19 17:51:56","44.88"
10,"DOROTHY","TAYLOR","2.99","2007-03-20 15:11:54","47.87"
10,"DOROTHY","TAYLOR","5.99","2007-03-22 20:27:55","53.86"
10,"DOROTHY","TAYLOR","3.99","2007-04-06 12:42:11","57.85"
10,"DOROTHY","TAYLOR","4.99","2007-04-07 01:35:06","62.84"
10,"DOROTHY","TAYLOR","1.99","2007-04-07 12:42:39","64.83"
10,"DOROTHY","TAYLOR","7.99","2007-04-09 01:41:18","72.82"
10,"DOROTHY","TAYLOR","2.99","2007-04-09 03:21:44","75.81"
10,"DOROTHY","TAYLOR","0.99","2007-04-09 20:27:23","76.80"
10,"DOROTHY","TAYLOR","2.99","2007-04-10 19:09:35","79.79"
10,"DOROTHY","TAYLOR","2.99","2007-04-28 03:50:08","82.78"
10,"DOROTHY","TAYLOR","6.99","2007-04-28 13:39:21","89.77"
10,"DOROTHY","TAYLOR","4.99","2007-04-28 21:02:38","94.76"
10,"DOROTHY","TAYLOR","4.99","2007-04-30 13:55:33","99.75"
11,"LISA","ANDERSON","6.99","2007-01-30 21:27:38","6.99"
11,"LISA","ANDERSON","6.99","2007-02-15 19:21:33","13.98"
11,"LISA","ANDERSON","7.99","2007-02-17 05:55:11","21.97"
11,"LISA","ANDERSON","0.99","2007-02-20 22:17:38","22.96"
11,"LISA","ANDERSON","4.99","2007-03-01 21:09:42","27.95"
11,"LISA","ANDERSON","6.99","2007-03-02 08:43:24","34.94"
11,"LISA","ANDERSON","0.99","2007-03-16 21:34:56","35.93"
11,"LISA","ANDERSON","5.99","2007-03-17 18:01:10","41.92"
11,"LISA","ANDERSON","0.99","2007-03-20 03:35:53","42.91"
11,"LISA","ANDERSON","4.99","2007-03-20 10:45:53","47.90"
11,"LISA","ANDERSON","0.99","2007-03-22 11:11:13","48.89"
11,"LISA","ANDERSON","2.99","2007-03-22 16:15:07","51.88"
11,"LISA","ANDERSON","2.99","2007-04-08 05:47:37","54.87"
11,"LISA","ANDERSON","4.99","2007-04-08 21:11:31","59.86"
11,"LISA","ANDERSON","5.99","2007-04-10 15:13:24","65.85"
11,"LISA","ANDERSON","6.99","2007-04-11 07:38:25","72.84"
11,"LISA","ANDERSON","4.99","2007-04-27 11:41:58","77.83"
11,"LISA","ANDERSON","4.99","2007-04-28 14:00:33","82.82"
11,"LISA","ANDERSON","2.99","2007-04-28 17:11:37","85.81"
11,"LISA","ANDERSON","1.99","2007-04-29 06:06:40","87.80"
11,"LISA","ANDERSON","0.99","2007-04-29 16:02:11","88.79"
11,"LISA","ANDERSON","9.99","2007-04-30 01:45:39","98.78"
11,"LISA","ANDERSON","6.99","2007-04-30 14:36:47","105.77"
11,"LISA","ANDERSON","0.99","2007-05-14 13:44:29","106.76"
12,"NANCY","THOMAS","4.99","2007-01-30 21:36:29","4.99"
12,"NANCY","THOMAS","4.99","2007-01-31 09:38:43","9.98"
12,"NANCY","THOMAS","5.99","2007-02-16 15:31:21","15.97"
12,"NANCY","THOMAS","5.99","2007-02-18 16:40:17","21.96"
12,"NANCY","THOMAS","5.99","2007-02-18 21:35:38","27.95"
12,"NANCY","THOMAS","4.99","2007-02-19 06:40:17","32.94"
12,"NANCY","THOMAS","2.99","2007-02-20 18:02:18","35.93"
12,"NANCY","THOMAS","0.99","2007-02-21 14:59:53","36.92"
12,"NANCY","THOMAS","10.99","2007-03-01 05:18:52","47.91"
12,"NANCY","THOMAS","0.99","2007-03-16 21:20:56","48.90"
12,"NANCY","THOMAS","4.99","2007-03-18 15:27:14","53.89"
12,"NANCY","THOMAS","0.99","2007-03-20 01:05:33","54.88"
12,"NANCY","THOMAS","2.99","2007-03-20 14:26:54","57.87"
12,"NANCY","THOMAS","4.99","2007-03-21 03:48:05","62.86"
12,"NANCY","THOMAS","0.99","2007-03-23 18:57:10","63.85"
12,"NANCY","THOMAS","3.99","2007-04-06 16:26:20","67.84"
12,"NANCY","THOMAS","0.99","2007-04-09 03:29:05","68.83"
12,"NANCY","THOMAS","0.99","2007-04-09 03:34:50","69.82"
12,"NANCY","THOMAS","0.99","2007-04-09 05:30:45","70.81"
12,"NANCY","THOMAS","3.99","2007-04-09 11:48:51","74.80"
12,"NANCY","THOMAS","2.99","2007-04-12 14:24:05","77.79"
12,"NANCY","THOMAS","0.99","2007-04-27 00:12:29","78.78"
12,"NANCY","THOMAS","0.99","2007-04-27 10:19:13","79.77"
12,"NANCY","THOMAS","0.99","2007-04-30 03:03:17","80.76"
12,"NANCY","THOMAS","5.99","2007-04-30 03:11:12","86.75"
12,"NANCY","THOMAS","5.99","2007-04-30 06:13:59","92.74"
12,"NANCY","THOMAS","4.99","2007-04-30 09:54:54","97.73"
12,"NANCY","THOMAS","5.99","2007-04-30 12:18:09","103.72"
13,"KAREN","JACKSON","2.99","2007-02-17 05:23:08","2.99"
13,"KAREN","JACKSON","4.99","2007-02-18 00:52:27","7.98"
13,"KAREN","JACKSON","2.99","2007-02-20 04:55:23","10.97"
13,"KAREN","JACKSON","8.99","2007-02-20 11:13:59","19.96"
13,"KAREN","JACKSON","4.99","2007-03-02 13:27:07","24.95"
13,"KAREN","JACKSON","0.99","2007-03-02 14:33:43","25.94"
13,"KAREN","JACKSON","5.99","2007-03-17 08:13:25","31.93"
13,"KAREN","JACKSON","7.99","2007-03-19 03:00:02","39.92"
13,"KAREN","JACKSON","4.99","2007-03-19 09:17:29","44.91"
13,"KAREN","JACKSON","0.99","2007-03-19 13:54:14","45.90"
13,"KAREN","JACKSON","0.99","2007-03-19 23:01:45","46.89"
13,"KAREN","JACKSON","9.99","2007-03-21 04:12:33","56.88"
13,"KAREN","JACKSON","7.99","2007-03-21 14:12:49","64.87"
13,"KAREN","JACKSON","4.99","2007-03-22 19:19:50","69.86"
13,"KAREN","JACKSON","2.99","2007-04-06 20:07:50","72.85"
13,"KAREN","JACKSON","8.99","2007-04-11 06:11:34","81.84"
13,"KAREN","JACKSON","2.99","2007-04-12 04:14:13","84.83"
13,"KAREN","JACKSON","0.99","2007-04-12 18:42:11","85.82"
13,"KAREN","JACKSON","2.99","2007-04-12 19:59:07","88.81"
13,"KAREN","JACKSON","2.99","2007-04-28 10:18:19","91.80"
13,"KAREN","JACKSON","2.99","2007-04-29 00:07:19","94.79"
13,"KAREN","JACKSON","11.99","2007-04-29 21:06:07","106.78"
13,"KAREN","JACKSON","0.99","2007-04-30 04:40:34","107.77"
13,"KAREN","JACKSON","7.99","2007-04-30 07:27:06","115.76"
13,"KAREN","JACKSON","9.99","2007-04-30 13:06:48","125.75"
13,"KAREN","JACKSON","4.99","2007-04-30 16:17:17","130.74"
13,"KAREN","JACKSON","0.99","2007-04-30 19:58:07","131.73"
14,"BETTY","WHITE","0.99","2007-01-25 23:05:54","0.99"
14,"BETTY","WHITE","9.99","2007-01-27 03:03:07","10.98"
14,"BETTY","WHITE","5.99","2007-01-28 02:53:59","16.97"
14,"BETTY","WHITE","2.99","2007-01-28 20:32:56","19.96"
14,"BETTY","WHITE","0.99","2007-01-29 18:52:54","20.95"
14,"BETTY","WHITE","4.99","2007-02-15 12:00:41","25.94"
14,"BETTY","WHITE","2.99","2007-03-01 03:51:26","28.93"
14,"BETTY","WHITE","6.99","2007-03-01 10:23:59","35.92"
14,"BETTY","WHITE","4.99","2007-03-02 20:46:50","40.91"
14,"BETTY","WHITE","3.99","2007-03-16 22:55:49","44.90"
14,"BETTY","WHITE","2.99","2007-03-18 17:45:13","47.89"
14,"BETTY","WHITE","4.99","2007-03-20 09:48:38","52.88"
14,"BETTY","WHITE","6.99","2007-03-22 07:12:16","59.87"
14,"BETTY","WHITE","0.99","2007-03-22 20:36:37","60.86"
14,"BETTY","WHITE","0.99","2007-03-23 20:53:52","61.85"
14,"BETTY","WHITE","2.99","2007-04-06 08:50:15","64.84"
14,"BETTY","WHITE","0.99","2007-04-08 21:28:33","65.83"
14,"BETTY","WHITE","0.99","2007-04-09 05:05:33","66.82"
14,"BETTY","WHITE","7.99","2007-04-09 14:38:51","74.81"
14,"BETTY","WHITE","4.99","2007-04-09 17:42:58","79.80"
14,"BETTY","WHITE","7.99","2007-04-10 01:58:14","87.79"
14,"BETTY","WHITE","6.99","2007-04-28 14:51:27","94.78"
14,"BETTY","WHITE","0.99","2007-04-28 15:13:37","95.77"
14,"BETTY","WHITE","3.99","2007-04-29 09:39:59","99.76"
